Id_Venda;Id_Produto;Id_Vendedor;Quantidade;Data_Venda;R$_Unit;R$_Total
596;41;3;5;29/11/2023;236,76;1183,8
597;34;14;6;31/10/2024;937,29;5623,74
598;2;1;12;30/05/2023;282,28;3387,36
599;21;14;16;26/03/2024;133,58;2137,28
600;30;14;18;17/05/2023;285,19;5133,42
601;18;9;15;23/06/2024;105,75;1586,25
602;9;12;18;12/09/2023;206,85;3723,3
603;12;10;20;11/03/2024;285,41;5708,2
604;30;11;19;15/07/2023;285,19;5418,61
605;28;9;18;14/04/2025;985,37;17736,66
606;20;15;12;20/01/2023;732,43;8789,16
607;31;9;8;12/05/2023;835,77;6686,16
608;6;8;10;01/01/2025;41,46;414,6
609;24;7;9;04/01/2023;886,6;7979,4
610;10;5;1;27/01/2025;704,31;704,31
611;1;9;5;11/03/2024;120,22;601,1
612;23;5;16;10/10/2023;831,11;13297,76
613;35;1;16;15/02/2023;80,69;1291,04
614;31;5;1;12/11/2023;835,77;835,77
615;28;13;10;29/08/2023;985,37;9853,7
616;39;4;1;09/07/2023;691,28;691,28
617;36;6;7;25/04/2025;179,43;1256,01
618;27;15;18;01/03/2024;235,62;4241,16
619;28;7;8;05/08/2023;985,37;7882,96
620;11;12;13;17/07/2023;228,24;2967,12
621;25;4;9;27/02/2024;581,58;5234,22
622;6;7;8;05/07/2024;41,46;331,68
623;34;13;20;19/03/2024;937,29;18745,8
624;45;11;9;26/04/2024;877,6;7898,4
625;19;11;18;07/09/2023;607,69;10938,42
626;18;7;7;26/04/2023;105,75;740,25
627;5;3;5;23/01/2023;96,07;480,35
628;19;2;15;01/02/2024;607,69;9115,35
629;40;8;9;22/04/2023;687,77;6189,93
630;45;10;16;12/08/2023;877,6;14041,6
631;13;6;1;29/06/2023;761,22;761,22
632;10;1;18;10/11/2024;704,31;12677,58
633;2;3;4;12/01/2023;282,28;1129,12
634;19;5;5;03/12/2023;607,69;3038,45
635;46;8;1;10/01/2023;220,5;220,5
636;15;2;5;23/02/2024;285,09;1425,45
637;1;8;7;15/08/2023;120,22;841,54
638;22;7;10;28/05/2025;88,01;880,1
639;32;6;15;01/02/2025;376,48;5647,2
640;45;13;2;09/11/2023;877,6;1755,2
641;22;2;5;26/06/2025;88,01;440,05
642;4;5;13;08/08/2024;679,93;8839,09
643;5;9;16;29/07/2024;;
644;12;4;9;06/04/2025;285,41;2568,69
645;25;14;1;06/03/2025;581,58;581,58
646;8;13;8;20/08/2024;606;4848
647;25;13;15;28/05/2023;581,58;8723,7
648;16;12;2;18/03/2023;957,64;1915,28
649;13;8;4;03/05/2025;761,22;3044,88
650;34;11;7;30/03/2024;937,29;6561,03
651;31;7;10;10/07/2023;835,77;8357,7
652;21;3;2;07/01/2025;133,58;267,16
653;48;15;18;12/04/2024;464,26;8356,68
654;34;2;9;18/05/2025;937,29;8435,61
655;31;11;10;29/02/2024;835,77;8357,7
656;13;6;2;15/12/2023;;
657;43;4;4;07/06/2024;275,06;1100,24
658;16;11;14;05/01/2024;957,64;13406,96
659;21;1;6;11/03/2025;133,58;801,48
660;18;10;4;21/02/2023;105,75;423
661;26;13;8;25/12/2023;78,86;630,88
662;1;1;19;11/03/2024;120,22;2284,18
663;45;8;20;26/10/2024;877,6;17552
664;10;6;3;27/05/2023;704,31;2112,93
665;16;3;16;24/05/2024;957,64;15322,24
666;6;11;20;27/07/2024;41,46;829,2
667;22;15;2;06/05/2025;88,01;176,02
668;4;6;5;02/01/2025;679,93;3399,65
669;45;9;4;12/09/2024;877,6;3510,4
670;9;8;8;03/03/2024;206,85;1654,8
671;21;9;12;11/09/2023;133,58;1602,96
672;29;12;7;12/01/2023;867,82;6074,74
673;2;12;13;22/04/2025;282,28;3669,64
674;23;12;5;01/06/2025;831,11;4155,55
675;17;15;2;08/06/2025;111,19;222,38
676;32;12;15;26/05/2024;376,48;5647,2
677;36;5;18;11/11/2023;179,43;3229,74
678;45;8;7;30/06/2024;877,6;6143,2
679;37;3;18;28/08/2024;252,36;4542,48
680;23;6;15;02/04/2025;831,11;12466,65
681;18;14;20;21/11/2024;105,75;2115
682;36;3;3;24/02/2024;179,43;538,29
683;34;3;15;26/06/2023;937,29;14059,35
684;19;14;9;27/11/2023;607,69;5469,21
685;35;6;15;31/05/2025;80,69;1210,35
686;1;13;17;09/08/2024;120,22;2043,74
687;25;12;6;09/02/2025;581,58;3489,48
688;2;10;12;04/12/2023;282,28;3387,36
689;40;4;11;06/11/2023;687,77;7565,47
690;47;2;18;19/09/2023;401,68;7230,24
691;25;4;17;30/06/2024;581,58;9886,86
692;44;8;18;21/01/2023;914;16452
693;10;10;10;24/11/2023;704,31;7043,1
694;21;7;11;24/08/2023;133,58;1469,38
695;8;2;17;22/06/2023;606;10302
696;43;2;2;10/03/2024;275,06;550,12
697;9;3;2;14/03/2023;206,85;413,7
698;13;2;16;06/11/2024;761,22;12179,52
699;13;2;2;12/11/2023;761,22;1522,44
700;37;11;13;06/06/2023;252,36;3280,68
701;43;8;17;03/06/2023;275,06;4676,02
702;40;12;19;02/03/2023;687,77;13067,63
703;17;1;12;20/08/2024;111,19;1334,28
704;15;10;3;10/08/2023;285,09;855,27
705;1;15;7;26/11/2024;120,22;841,54
706;42;8;3;19/05/2025;807;2421
707;30;13;2;18/11/2023;285,19;570,38
708;24;9;14;17/04/2024;886,6;12412,4
709;24;13;2;10/05/2024;886,6;1773,2
710;40;5;17;08/02/2024;687,77;11692,09
711;3;12;3;07/06/2023;148,14;444,42
712;20;2;7;26/10/2023;732,43;5127,01
713;34;2;4;25/11/2024;937,29;3749,16
714;47;4;18;21/10/2024;401,68;7230,24
715;25;4;7;28/11/2024;581,58;4071,06
716;34;11;8;22/05/2025;937,29;7498,32
717;37;11;6;24/10/2023;252,36;1514,16
718;36;12;18;18/06/2023;179,43;3229,74
719;27;12;4;01/05/2024;235,62;942,48
720;41;10;12;18/06/2023;236,76;2841,12
721;44;8;14;07/12/2024;;
722;7;3;6;16/11/2024;;
723;36;7;17;14/01/2025;179,43;3050,31
724;22;11;6;07/07/2024;88,01;528,06
725;35;10;15;24/03/2024;80,69;1210,35
726;23;15;11;31/05/2024;831,11;9142,21
727;36;6;12;03/04/2024;179,43;2153,16
728;27;13;14;26/06/2025;235,62;3298,68
729;47;6;20;11/07/2023;401,68;8033,6
730;16;10;18;20/12/2024;957,64;17237,52
731;14;7;18;13/08/2023;701,16;12620,88
732;48;5;12;03/09/2024;464,26;5571,12
733;29;8;13;20/05/2025;867,82;11281,66
734;1;12;2;16/08/2024;120,22;240,44
735;19;10;1;29/07/2024;607,69;607,69
736;34;3;10;02/06/2023;937,29;9372,9
737;1;5;8;30/08/2023;120,22;961,76
738;14;14;11;06/05/2023;701,16;7712,76
739;2;13;9;09/11/2023;282,28;2540,52
740;36;9;18;06/12/2024;179,43;3229,74
741;37;15;19;31/01/2024;252,36;4794,84
742;10;2;2;05/06/2023;704,31;1408,62
743;30;6;5;25/10/2023;285,19;1425,95
744;9;5;12;03/01/2024;206,85;2482,2
745;38;4;8;19/02/2024;385,66;3085,28
746;17;13;10;13/11/2023;111,19;1111,9
747;6;10;13;12/01/2024;41,46;538,98
748;37;15;7;21/04/2024;252,36;1766,52
749;47;2;11;26/04/2024;401,68;4418,48
750;31;3;16;07/10/2023;835,77;13372,32
751;45;12;19;30/10/2023;877,6;16674,4
752;7;10;10;01/06/2023;226,45;2264,5
753;3;12;19;27/10/2023;148,14;2814,66
754;25;2;2;22/02/2024;581,58;1163,16
755;22;6;14;04/12/2024;88,01;1232,14
756;27;15;4;22/06/2025;235,62;942,48
757;15;12;20;20/09/2023;285,09;5701,8
758;1;11;13;22/10/2023;120,22;1562,86
759;4;5;17;12/05/2025;679,93;11558,81
760;3;6;18;24/01/2024;148,14;2666,52
761;37;3;11;20/05/2024;252,36;2775,96
762;33;12;8;18/08/2024;673,47;5387,76
763;10;1;13;18/10/2024;704,31;9156,03
764;29;13;20;02/01/2025;867,82;17356,4
765;37;9;3;20/02/2025;252,36;757,08
766;15;7;10;01/01/2025;285,09;2850,9
767;26;3;5;26/02/2025;78,86;394,3
768;22;2;16;23/03/2023;88,01;1408,16
769;37;12;2;15/08/2023;252,36;504,72
770;36;7;9;28/05/2025;179,43;1614,87
771;6;7;17;10/03/2024;41,46;704,82
772;28;13;5;30/04/2023;985,37;4926,85
773;9;8;18;03/04/2024;206,85;3723,3
774;13;8;13;24/05/2025;761,22;9895,86
775;42;10;7;22/10/2024;807;5649
776;36;10;17;12/09/2023;179,43;3050,31
777;16;4;3;30/12/2023;957,64;2872,92
778;18;13;14;12/04/2023;105,75;1480,5
779;21;11;19;06/04/2023;133,58;2538,02
780;6;2;14;26/08/2024;41,46;580,44
781;28;6;12;11/10/2024;985,37;11824,44
782;13;6;12;07/07/2023;761,22;9134,64
783;39;11;1;08/04/2025;691,28;691,28
784;20;3;12;06/03/2025;732,43;8789,16
785;40;14;15;02/08/2023;687,77;10316,55
786;40;3;15;28/08/2024;687,77;10316,55
787;3;15;8;10/01/2023;148,14;1185,12
788;13;11;12;17/06/2025;761,22;9134,64
789;10;13;3;01/12/2024;704,31;2112,93
790;8;12;2;10/04/2023;606;1212
791;16;10;5;07/03/2025;957,64;4788,2
792;19;1;11;26/01/2023;607,69;6684,59
793;45;13;4;29/04/2023;877,6;3510,4
794;20;8;16;10/04/2023;732,43;11718,88
795;2;6;7;24/03/2024;282,28;1975,96
796;48;9;7;02/05/2025;464,26;3249,82
797;14;9;17;19/06/2025;701,16;11919,72
798;17;9;16;30/07/2023;111,19;1779,04
799;40;12;5;11/01/2025;687,77;3438,85
800;45;12;1;03/10/2024;877,6;877,6
801;25;10;17;08/05/2024;581,58;9886,86
802;3;5;6;19/07/2024;148,14;888,84
803;4;5;7;21/01/2025;;
804;45;10;9;26/02/2024;877,6;7898,4
805;4;8;1;10/08/2024;679,93;679,93
806;5;7;9;22/09/2024;96,07;864,63
807;43;14;12;10/08/2023;275,06;3300,72
808;7;1;10;11/05/2024;226,45;2264,5
809;42;7;8;14/11/2023;807;6456
810;25;9;4;30/08/2023;581,58;2326,32
811;21;8;20;29/09/2024;133,58;2671,6
812;35;2;6;24/06/2024;80,69;484,14
813;13;9;15;28/01/2023;761,22;11418,3
814;36;15;1;06/02/2024;179,43;179,43
815;3;4;17;16/01/2023;148,14;2518,38
816;20;6;16;18/11/2024;732,43;11718,88
817;26;12;6;28/06/2023;78,86;473,16
818;2;6;12;14/06/2025;282,28;3387,36
819;23;11;10;04/09/2024;831,11;8311,1
820;16;9;9;24/12/2023;957,64;8618,76
821;4;11;9;31/01/2025;679,93;6119,37
822;25;15;1;18/02/2025;581,58;581,58
823;36;5;8;14/04/2023;179,43;1435,44
824;10;6;13;16/01/2025;704,31;9156,03
825;43;3;3;11/02/2023;275,06;825,18
826;47;7;17;03/10/2024;401,68;6828,56
827;44;10;8;21/05/2025;914;7312
828;27;4;19;15/05/2024;235,62;4476,78
829;10;7;10;08/04/2024;704,31;7043,1
830;39;6;15;16/03/2024;691,28;10369,2
831;35;3;7;12/02/2023;80,69;564,83
832;42;3;19;22/06/2024;807;15333
833;35;11;7;21/04/2023;80,69;564,83
834;9;5;17;08/05/2025;206,85;3516,45
835;9;7;5;05/03/2024;206,85;1034,25
836;42;15;19;03/06/2023;807;15333
837;11;6;3;06/02/2024;228,24;684,72
838;36;9;4;09/02/2023;179,43;717,72
839;12;6;5;22/06/2024;285,41;1427,05
840;47;1;11;10/11/2024;401,68;4418,48
841;27;7;10;31/07/2023;235,62;2356,2
842;29;12;9;03/01/2025;867,82;7810,38
843;10;13;7;19/02/2024;704,31;4930,17
844;7;3;6;25/07/2024;226,45;1358,7
845;2;13;20;24/06/2023;282,28;5645,6
846;40;5;20;27/07/2024;687,77;13755,4
847;37;10;8;23/02/2025;252,36;2018,88
848;39;4;8;27/02/2023;691,28;5530,24
849;44;1;12;02/04/2025;914;10968
850;6;12;16;04/10/2024;41,46;663,36
851;9;9;20;23/02/2025;206,85;4137
852;31;12;12;05/04/2025;835,77;10029,24
853;12;14;13;20/11/2023;285,41;3710,33
854;32;8;5;04/06/2025;376,48;1882,4
855;11;4;8;13/09/2023;228,24;1825,92
856;3;7;1;08/10/2023;148,14;148,14
857;18;7;8;01/01/2023;;
858;48;11;7;19/03/2025;464,26;3249,82
859;14;2;6;22/09/2024;701,16;4206,96
860;29;14;20;02/01/2025;;
861;32;12;11;14/06/2024;376,48;4141,28
862;30;15;8;23/01/2025;285,19;2281,52
863;28;7;2;16/01/2024;985,37;1970,74
864;39;12;13;13/05/2023;691,28;8986,64
865;47;6;13;10/05/2025;401,68;5221,84
866;40;12;19;03/10/2024;687,77;13067,63
867;39;9;17;12/01/2023;691,28;11751,76
868;42;15;2;07/05/2025;807;1614
869;34;2;15;15/07/2024;937,29;14059,35
870;30;14;2;27/11/2024;285,19;570,38
871;16;9;18;14/03/2024;957,64;17237,52
872;26;12;2;09/02/2024;78,86;157,72
873;36;7;17;14/03/2025;179,43;3050,31
874;41;1;7;18/04/2025;236,76;1657,32
875;19;8;13;19/08/2023;607,69;7899,97
876;20;13;10;12/02/2023;732,43;7324,3
877;30;3;14;30/06/2023;285,19;3992,66
878;19;10;2;25/01/2024;607,69;1215,38
879;45;9;5;05/02/2023;;
880;30;14;15;18/04/2023;285,19;4277,85
881;6;12;17;01/08/2024;41,46;704,82
882;8;3;19;17/06/2025;606;11514
883;45;9;5;01/04/2023;877,6;4388
884;26;7;11;03/01/2025;78,86;867,46
885;29;1;6;29/07/2024;867,82;5206,92
886;30;10;7;13/07/2023;285,19;1996,33
887;30;2;9;21/05/2025;285,19;2566,71
888;21;12;6;31/07/2023;133,58;801,48
889;46;12;4;01/07/2024;220,5;882
890;6;2;15;24/09/2024;41,46;621,9
891;41;6;3;06/06/2025;236,76;710,28
892;34;12;13;22/02/2025;937,29;12184,77
893;47;13;17;16/10/2024;401,68;6828,56
894;40;3;13;05/02/2023;687,77;8941,01
895;36;7;2;24/01/2023;179,43;358,86
896;11;15;11;21/09/2024;228,24;2510,64
897;37;14;5;08/01/2023;252,36;1261,8
898;11;14;5;17/03/2023;228,24;1141,2
899;12;13;2;17/03/2023;285,41;570,82
900;27;5;10;14/05/2023;235,62;2356,2
901;47;13;15;22/08/2024;401,68;6025,2
902;19;11;6;28/06/2024;607,69;3646,14
903;8;15;5;22/12/2024;606;3030
904;13;1;20;22/07/2023;761,22;15224,4
905;17;1;15;16/02/2024;111,19;1667,85
906;32;14;16;23/01/2023;376,48;6023,68
907;35;13;1;06/05/2025;80,69;80,69
908;39;15;16;13/09/2023;691,28;11060,48
909;16;4;19;20/05/2023;957,64;18195,16
910;43;8;15;18/03/2023;275,06;4125,9
911;27;8;3;20/04/2023;235,62;706,86
912;39;10;1;19/09/2024;691,28;691,28
913;16;15;18;18/02/2025;957,64;17237,52
914;18;10;18;15/10/2024;105,75;1903,5
915;14;1;6;10/12/2023;701,16;4206,96
916;10;1;12;17/03/2023;704,31;8451,72
917;3;3;2;19/10/2023;148,14;296,28
918;43;10;20;18/07/2024;275,06;5501,2
919;20;6;3;22/04/2023;732,43;2197,29
920;4;2;14;02/10/2024;679,93;9519,02
921;12;3;10;06/10/2023;285,41;2854,1
922;40;11;20;01/12/2023;687,77;13755,4
923;37;13;18;25/06/2025;252,36;4542,48
924;12;8;19;20/12/2024;285,41;5422,79
925;24;15;2;29/12/2024;886,6;1773,2
926;6;13;10;01/11/2023;41,46;414,6
927;21;6;13;25/05/2024;133,58;1736,54
928;5;13;14;04/02/2025;96,07;1344,98
929;36;2;10;17/12/2023;179,43;1794,3
930;31;3;4;24/10/2024;835,77;3343,08
931;45;14;9;21/11/2024;877,6;7898,4
932;22;9;14;06/05/2025;88,01;1232,14
933;34;4;7;23/09/2023;937,29;6561,03
934;40;1;4;27/05/2024;687,77;2751,08
935;37;12;17;25/03/2023;252,36;4290,12
936;6;8;20;29/02/2024;41,46;829,2
937;46;5;14;05/06/2025;220,5;3087
938;39;14;11;03/12/2023;691,28;7604,08
939;17;9;19;08/01/2024;111,19;2112,61
940;40;6;5;04/02/2024;687,77;3438,85
941;40;10;16;16/01/2025;687,77;11004,32
942;34;12;16;10/01/2023;937,29;14996,64
943;32;13;6;08/06/2023;376,48;2258,88
944;40;4;10;25/02/2023;687,77;6877,7
945;13;1;4;17/05/2023;761,22;3044,88
946;2;8;4;08/07/2023;282,28;1129,12
947;48;14;7;22/01/2024;464,26;3249,82
948;40;7;14;04/11/2023;687,77;9628,78
949;3;6;12;04/03/2025;148,14;1777,68
950;36;13;7;26/10/2023;179,43;1256,01
951;1;11;7;08/09/2024;120,22;841,54
952;45;5;9;11/07/2023;877,6;7898,4
953;5;5;10;01/11/2023;;
954;33;9;11;27/11/2023;673,47;7408,17
955;1;2;11;12/08/2024;120,22;1322,42
956;22;7;19;18/08/2023;88,01;1672,19
957;40;1;6;17/10/2024;687,77;4126,62
958;13;6;11;13/02/2023;761,22;8373,42
959;44;8;16;25/04/2024;914;14624
960;3;11;5;09/12/2023;148,14;740,7
961;31;3;15;29/08/2023;835,77;12536,55
962;35;15;11;20/07/2024;80,69;887,59
963;30;13;14;01/05/2025;285,19;3992,66
964;48;1;17;30/07/2024;464,26;7892,42
965;20;10;11;17/11/2024;732,43;8056,73
966;36;9;1;25/01/2025;179,43;179,43
967;14;10;11;12/05/2023;701,16;7712,76
968;23;2;5;03/06/2024;831,11;4155,55
969;18;14;1;02/06/2023;105,75;105,75
970;22;7;18;01/05/2023;;
971;11;10;20;10/08/2024;228,24;4564,8
972;25;3;20;17/07/2023;;
973;8;14;10;14/03/2023;606;6060
974;46;14;11;17/12/2023;220,5;2425,5
975;46;1;9;16/02/2025;220,5;1984,5
976;27;2;16;05/05/2024;;
977;16;6;15;29/11/2024;957,64;14364,6
978;20;4;17;26/03/2024;732,43;12451,31
979;20;3;4;06/05/2024;732,43;2929,72
980;24;13;2;25/10/2024;886,6;1773,2
981;13;15;3;12/06/2023;761,22;2283,66
982;29;9;1;21/03/2025;867,82;867,82
983;31;15;17;22/06/2023;835,77;14208,09
984;10;4;11;16/04/2024;704,31;7747,41
985;31;12;17;21/04/2025;835,77;14208,09
986;20;13;11;09/09/2023;732,43;8056,73
987;10;13;4;30/09/2023;704,31;2817,24
988;34;11;5;24/06/2023;937,29;4686,45
989;14;12;2;01/02/2024;701,16;1402,32
990;30;7;17;02/01/2023;285,19;4848,23
991;8;1;10;27/06/2023;606;6060
992;3;11;20;08/01/2024;148,14;2962,8
993;6;6;15;21/09/2024;41,46;621,9
994;3;2;17;03/12/2024;148,14;2518,38
995;43;12;10;18/04/2025;275,06;2750,6
996;2;10;10;25/11/2024;282,28;2822,8
997;41;15;7;28/04/2025;236,76;1657,32
998;21;4;7;24/06/2024;133,58;935,06
999;19;5;18;16/06/2024;607,69;10938,42
1000;21;13;15;30/09/2023;133,58;2003,7
1001;43;2;9;26/02/2025;275,06;2475,54
1002;10;3;9;09/02/2023;704,31;6338,79
1003;8;1;20;28/05/2025;606;12120
1004;36;9;4;30/04/2024;179,43;717,72
1005;14;9;12;31/12/2024;701,16;8413,92
1006;36;6;9;28/08/2023;179,43;1614,87
1007;10;12;10;17/09/2023;704,31;7043,1
1008;37;4;6;08/03/2024;252,36;1514,16
1009;5;5;20;15/04/2024;96,07;1921,4
1010;22;9;15;02/06/2023;88,01;1320,15
1011;4;3;1;17/07/2023;679,93;679,93
1012;31;15;2;20/04/2023;835,77;1671,54
1013;7;7;2;09/10/2024;226,45;452,9
1014;6;7;13;11/11/2023;41,46;538,98
1015;12;12;20;26/11/2024;285,41;5708,2
1016;38;11;15;14/10/2024;385,66;5784,9
1017;40;6;10;15/05/2023;687,77;6877,7
1018;22;14;7;12/12/2024;88,01;616,07
1019;46;13;18;07/07/2023;;
1020;6;15;15;17/12/2024;41,46;621,9
1021;37;3;3;23/07/2024;252,36;757,08
1022;45;8;4;21/09/2023;;
1023;30;5;15;18/11/2024;285,19;4277,85
1024;31;4;8;13/06/2025;835,77;6686,16
1025;10;14;20;22/11/2024;704,31;14086,2
1026;17;15;12;26/06/2024;111,19;1334,28
1027;26;3;11;11/08/2024;78,86;867,46
1028;21;8;16;20/09/2024;133,58;2137,28
1029;2;2;16;21/02/2025;282,28;4516,48
1030;8;6;16;02/01/2023;606;9696
1031;30;14;6;25/10/2023;285,19;1711,14
1032;19;13;12;27/05/2025;607,69;7292,28
1033;39;10;5;05/05/2023;691,28;3456,4
1034;33;2;13;07/01/2025;673,47;8755,11
1035;46;13;4;27/06/2023;220,5;882
1036;21;9;3;19/02/2023;133,58;400,74
1037;20;9;15;12/12/2023;732,43;10986,45
1038;26;10;14;24/08/2024;78,86;1104,04
1039;16;10;8;11/03/2023;957,64;7661,12
1040;36;3;16;15/11/2024;179,43;2870,88
1041;25;2;11;31/01/2023;581,58;6397,38
1042;14;14;19;28/10/2024;701,16;13322,04
1043;28;13;14;30/09/2023;985,37;13795,18
1044;37;13;11;29/03/2023;252,36;2775,96
1045;35;12;8;01/05/2023;80,69;645,52
1046;12;11;3;25/03/2025;285,41;856,23
1047;48;15;19;21/06/2024;464,26;8820,94
1048;32;2;19;03/06/2025;376,48;7153,12
1049;39;8;11;27/06/2024;691,28;7604,08
1050;36;2;15;01/09/2023;179,43;2691,45
1051;12;5;13;09/09/2023;285,41;3710,33
1052;5;10;4;26/02/2023;96,07;384,28
1053;44;14;20;06/10/2023;914;18280
1054;25;6;16;13/02/2023;581,58;9305,28
1055;42;11;2;21/09/2023;807;1614
1056;6;4;5;31/05/2024;41,46;207,3
1057;38;15;1;28/09/2023;385,66;385,66
1058;10;11;5;05/08/2024;704,31;3521,55
1059;29;9;10;22/06/2025;867,82;8678,2
1060;25;10;19;10/09/2024;;
1061;29;4;7;26/11/2024;;
1062;44;15;11;06/11/2023;914;10054
1063;20;10;10;16/01/2023;732,43;7324,3
1064;28;12;12;13/06/2025;;
1065;6;10;1;19/10/2023;41,46;41,46
1066;40;9;13;18/06/2024;687,77;8941,01
1067;9;14;10;11/10/2023;206,85;2068,5
1068;4;6;18;17/08/2023;679,93;12238,74
1069;4;1;18;31/05/2024;679,93;12238,74
1070;23;2;10;04/06/2025;831,11;8311,1
1071;2;4;14;12/01/2024;282,28;3951,92
1072;45;10;13;09/06/2024;877,6;11408,8
1073;41;6;13;30/11/2024;236,76;3077,88
1074;26;7;14;18/01/2024;78,86;1104,04
1075;35;4;6;18/08/2024;80,69;484,14
1076;31;3;7;24/01/2025;;
1077;36;7;12;06/12/2024;179,43;2153,16
1078;27;3;10;31/03/2024;235,62;2356,2
1079;43;3;5;07/10/2024;275,06;1375,3
1080;1;2;1;23/02/2023;120,22;120,22
1081;10;12;16;27/04/2023;704,31;11268,96
1082;43;7;5;05/04/2024;275,06;1375,3
1083;6;3;14;28/07/2024;41,46;580,44
1084;30;15;20;12/05/2024;285,19;5703,8
1085;28;10;6;01/02/2025;985,37;5912,22
1086;30;9;14;04/04/2024;285,19;3992,66
1087;36;14;15;28/01/2023;179,43;2691,45
1088;25;6;8;10/07/2024;581,58;4652,64
1089;12;7;20;02/03/2023;285,41;5708,2
1090;1;10;16;20/07/2023;120,22;1923,52
1091;47;4;17;06/10/2024;401,68;6828,56
1092;18;7;18;22/07/2024;105,75;1903,5
1093;37;6;2;07/06/2025;252,36;504,72
1094;3;10;16;24/09/2023;148,14;2370,24
1095;46;6;4;27/07/2024;;
1096;38;8;3;05/10/2024;;
1097;10;12;17;05/05/2025;704,31;11973,27
1098;18;8;17;20/08/2024;105,75;1797,75
1099;6;9;20;05/05/2024;41,46;829,2
1100;6;4;16;07/06/2023;41,46;663,36
1101;41;12;3;18/10/2024;236,76;710,28
1102;44;11;18;01/04/2023;914;16452
1103;38;5;20;16/06/2025;385,66;7713,2
1104;4;15;11;30/04/2024;679,93;7479,23
1105;35;13;1;11/05/2023;80,69;80,69
1106;31;8;17;12/06/2023;835,77;14208,09
1107;31;10;11;10/10/2024;835,77;9193,47
1108;27;6;10;26/06/2024;235,62;2356,2
1109;19;3;2;17/01/2025;607,69;1215,38
1110;45;15;20;27/03/2024;877,6;17552
1111;48;5;19;22/08/2024;464,26;8820,94
1112;17;1;16;11/08/2023;111,19;1779,04
1113;38;3;19;10/10/2024;385,66;7327,54
1114;4;11;10;03/01/2023;679,93;6799,3
1115;48;10;1;16/02/2025;464,26;464,26
1116;19;8;3;23/03/2023;607,69;1823,07
1117;9;9;3;08/09/2024;206,85;620,55
1118;18;5;5;22/01/2025;105,75;528,75
1119;40;5;9;19/01/2023;687,77;6189,93
1120;17;1;4;03/01/2024;111,19;444,76
1121;39;3;19;09/05/2024;691,28;13134,32
1122;48;3;15;08/07/2023;464,26;6963,9
1123;24;13;6;23/11/2024;886,6;5319,6
1124;17;13;8;28/07/2024;111,19;889,52
1125;32;3;17;27/09/2024;376,48;6400,16
1126;3;6;3;11/02/2023;148,14;444,42
1127;10;10;5;12/09/2023;704,31;3521,55
1128;32;13;14;21/03/2025;376,48;5270,72
1129;25;4;15;26/06/2024;581,58;8723,7
1130;47;11;6;03/01/2023;401,68;2410,08
1131;14;10;12;26/01/2023;701,16;8413,92
1132;4;11;9;11/03/2025;679,93;6119,37
1133;8;1;6;04/12/2023;606;3636
1134;30;7;16;30/04/2024;285,19;4563,04
1135;20;8;18;07/04/2023;732,43;13183,74
1136;15;7;13;15/07/2024;285,09;3706,17
1137;31;5;5;21/05/2025;835,77;4178,85
1138;34;14;14;24/07/2023;937,29;13122,06
1139;1;5;15;30/11/2023;120,22;1803,3
1140;25;11;11;01/09/2024;581,58;6397,38
1141;34;11;2;10/08/2023;937,29;1874,58
1142;7;15;18;03/12/2024;226,45;4076,1
1143;41;6;14;02/01/2024;236,76;3314,64
1144;40;15;9;21/10/2024;687,77;6189,93
1145;22;5;9;22/01/2024;88,01;792,09
1146;7;5;19;14/08/2023;226,45;4302,55
1147;26;8;8;01/10/2024;78,86;630,88
1148;47;11;19;14/01/2025;401,68;7631,92
1149;13;9;11;28/03/2024;761,22;8373,42
1150;44;12;6;07/07/2024;914;5484
1151;21;9;1;04/05/2024;133,58;133,58
1152;44;1;3;16/09/2023;914;2742
1153;1;7;4;05/03/2024;120,22;480,88
1154;34;2;15;17/04/2025;937,29;14059,35
1155;23;4;10;16/10/2024;831,11;8311,1
1156;17;4;2;23/06/2025;111,19;222,38
1157;2;10;3;23/01/2025;282,28;846,84
1158;4;10;7;28/03/2023;679,93;4759,51
1159;39;11;4;27/04/2024;691,28;2765,12
1160;46;2;3;14/01/2024;220,5;661,5
1161;39;3;13;09/03/2023;691,28;8986,64
1162;43;13;19;28/11/2024;275,06;5226,14
1163;12;15;4;23/04/2024;;
1164;45;3;9;16/01/2024;877,6;7898,4
1165;19;8;3;23/11/2024;607,69;1823,07
1166;41;8;9;21/08/2023;236,76;2130,84
1167;28;12;11;17/12/2023;985,37;10839,07
1168;17;3;3;28/02/2023;111,19;333,57
1169;18;13;2;29/03/2025;105,75;211,5
1170;25;7;11;25/06/2024;581,58;6397,38
1171;4;5;9;01/02/2025;679,93;6119,37
1172;12;8;3;22/10/2024;285,41;856,23
1173;32;15;7;09/04/2025;376,48;2635,36
1174;40;7;6;01/05/2024;687,77;4126,62
1175;42;8;4;04/10/2024;807;3228
1176;10;9;14;18/07/2024;704,31;9860,34
1177;14;10;4;27/09/2023;701,16;2804,64
1178;29;12;9;25/07/2023;867,82;7810,38
1179;7;1;3;17/04/2024;226,45;679,35
1180;5;10;9;20/06/2025;96,07;864,63
1181;29;1;16;03/01/2024;867,82;13885,12
1182;10;11;1;31/03/2025;704,31;704,31
1183;3;11;13;10/06/2023;148,14;1925,82
1184;18;3;11;18/08/2023;105,75;1163,25
1185;26;10;1;16/05/2025;78,86;78,86
